dataset,classifier,method,metric,change_kind,value_run1,value_run2,delta,attribution
smoke_nl,lstm,CftsWachter,do_complexity_mean,changed_value,30,17.95,-12.05,User-requested CFTS update 2fb4921→f925d1a and adapter migration; accuracy matches run 1 but the GH200 checkpoint was not retained for weight-identical replay
smoke_nl,lstm,CftsWachter,do_complexity_mean_all,new_metric,,17.95,,Stage 2 D4 explicit do-complexity denominators
smoke_nl,lstm,CftsWachter,do_complexity_mean_pearl_scorable,new_metric,,17.95,,Stage 2 D4 explicit do-complexity denominators
smoke_nl,lstm,CftsWachter,do_complexity_median,changed_value,30,12,-18,User-requested CFTS update 2fb4921→f925d1a and adapter migration; accuracy matches run 1 but the GH200 checkpoint was not retained for weight-identical replay
smoke_nl,lstm,CftsWachter,do_complexity_stability,changed_value,1,16.65,15.65,User-requested CFTS update 2fb4921→f925d1a and adapter migration; accuracy matches run 1 but the GH200 checkpoint was not retained for weight-identical replay
smoke_nl,lstm,CftsWachter,frac_degenerate,changed_value,0,0.05,0.05,User-requested CFTS update 2fb4921→f925d1a and adapter migration; accuracy matches run 1 but the GH200 checkpoint was not retained for weight-identical replay
smoke_nl,lstm,CftsWachter,frac_no_do_schedule,new_metric,,0,,Stage 2 D4 explicit do-complexity denominators
smoke_nl,lstm,CftsWachter,n_cf_faith_scorable,changed_value,20,19,-1,User-requested CFTS update 2fb4921→f925d1a and adapter migration; accuracy matches run 1 but the GH200 checkpoint was not retained for weight-identical replay
smoke_nl,lstm,CftsWachter,n_do_scorable,new_metric,,20,,Stage 2 D4 explicit do-complexity denominators
smoke_nl,lstm,CftsWachter,ood,changed_value,0.031875318309,0.0198047431052,-0.0120705752039,User-requested CFTS update 2fb4921→f925d1a and adapter migration; accuracy matches run 1 but the GH200 checkpoint was not retained for weight-identical replay
smoke_nl,lstm,CftsWachter,pns_PS_A_model_proposed,new_metric,,0.45,,Stage 5 complete phase-07 PNS coverage for all smoke configs
smoke_nl,lstm,CftsWachter,pns_PS_B_model_oracle,new_metric,,0.45,,Stage 5 complete phase-07 PNS coverage for all smoke configs
smoke_nl,lstm,CftsWachter,pns_PS_C_world_oracle,new_metric,,0.4,,Stage 5 complete phase-07 PNS coverage for all smoke configs
smoke_nl,lstm,CftsWachter,pns_PS_delta_outcome,new_metric,,0.05,,Stage 5 complete phase-07 PNS coverage for all smoke configs
smoke_nl,lstm,CftsWachter,pns_PS_delta_total,new_metric,,0.05,,Stage 5 complete phase-07 PNS coverage for all smoke configs
smoke_nl,lstm,CftsWachter,pns_PS_delta_trajectory,new_metric,,0,,Stage 5 complete phase-07 PNS coverage for all smoke configs
smoke_nl,lstm,CftsWachter,pns_PS_do_complexity_mean,new_metric,,17.95,,Stage 5 complete phase-07 PNS coverage for all smoke configs
smoke_nl,lstm,CftsWachter,pns_PS_do_complexity_median,new_metric,,12,,Stage 5 complete phase-07 PNS coverage for all smoke configs
smoke_nl,lstm,CftsWachter,pns_PS_frac_no_intervention,new_metric,,0,,Stage 5 complete phase-07 PNS coverage for all smoke configs
smoke_nl,lstm,CftsWachter,pns_PS_n,new_metric,,20,,Stage 5 complete phase-07 PNS coverage for all smoke configs
smoke_nl,lstm,CftsWachter,pns_PS_n_scorable,new_metric,,20,,Stage 5 complete phase-07 PNS coverage for all smoke configs
smoke_nl,lstm,CftsWachter,proximity_l1,changed_value,204.543625305,156.254194116,-48.2894311894,User-requested CFTS update 2fb4921→f925d1a and adapter migration; accuracy matches run 1 but the GH200 checkpoint was not retained for weight-identical replay
smoke_nl,lstm,CftsWachter,proximity_l2,changed_value,21.2508049554,16.0871779177,-5.16362703772,User-requested CFTS update 2fb4921→f925d1a and adapter migration; accuracy matches run 1 but the GH200 checkpoint was not retained for weight-identical replay
smoke_nl,lstm,CftsWachter,scm_noise_plausibility,changed_value,0.939138071818,0.939159068841,2.09970230508e-05,User-requested CFTS update 2fb4921→f925d1a and adapter migration; accuracy matches run 1 but the GH200 checkpoint was not retained for weight-identical replay
smoke_nl,lstm,CftsWachter,shift_vr,changed_value,0.727272727273,1,0.272727272727,User-requested CFTS update 2fb4921→f925d1a and adapter migration; accuracy matches run 1 but the GH200 checkpoint was not retained for weight-identical replay
smoke_nl,lstm,CftsWachter,sparsity,changed_value,0.00533333333333,0.523333333333,0.518,User-requested CFTS update 2fb4921→f925d1a and adapter migration; accuracy matches run 1 but the GH200 checkpoint was not retained for weight-identical replay
smoke_nl,lstm,CftsWachter,sparsity_channels,changed_value,0,0.12,0.12,User-requested CFTS update 2fb4921→f925d1a and adapter migration; accuracy matches run 1 but the GH200 checkpoint was not retained for weight-identical replay
smoke_nl,lstm,CftsWachter,sparsity_timepoints,changed_value,0,0.44,0.44,User-requested CFTS update 2fb4921→f925d1a and adapter migration; accuracy matches run 1 but the GH200 checkpoint was not retained for weight-identical replay
smoke_nl,lstm,CftsWachter,trsi,changed_value,0.571276451248,0.831562770483,0.260286319235,User-requested CFTS update 2fb4921→f925d1a and adapter migration; accuracy matches run 1 but the GH200 checkpoint was not retained for weight-identical replay
smoke_nl,lstm,CftsWachter,validity,changed_value,0.55,0.45,-0.1,User-requested CFTS update 2fb4921→f925d1a and adapter migration; accuracy matches run 1 but the GH200 checkpoint was not retained for weight-identical replay
smoke_nl,lstm,CftsWachter,validity_base,changed_value,0.55,0.45,-0.1,User-requested CFTS update 2fb4921→f925d1a and adapter migration; accuracy matches run 1 but the GH200 checkpoint was not retained for weight-identical replay
smoke_nl,lstm,CftsWachter,validity_shift,changed_value,0.4,0.45,0.05,User-requested CFTS update 2fb4921→f925d1a and adapter migration; accuracy matches run 1 but the GH200 checkpoint was not retained for weight-identical replay
smoke_nl,lstm,NoiselessSCMRecourse,cf_faith_pearl_hard_given_valid,new_metric,,0,,Stage 2 D5 conditional-faithfulness metric
smoke_nl,lstm,NoiselessSCMRecourse,cf_faith_pearl_soft,changed_value,0.881772507282,0.742094856582,-0.139677650701,Stage 1 proximity rescaling and bounded prediction-only fallback
smoke_nl,lstm,NoiselessSCMRecourse,cf_faith_rollout_hard_given_valid,new_metric,,1,,Stage 2 D5 conditional-faithfulness metric
smoke_nl,lstm,NoiselessSCMRecourse,cf_faith_rollout_hard_valid,changed_value,0,1,1,Stage 1 proximity rescaling and bounded prediction-only fallback
smoke_nl,lstm,NoiselessSCMRecourse,cf_faith_rollout_soft,changed_value,0.999999915743,0.999999747937,-1.67805736861e-07,Stage 1 proximity rescaling and bounded prediction-only fallback
smoke_nl,lstm,NoiselessSCMRecourse,do_complexity_mean,changed_value,21,22,1,Stage 1 proximity rescaling and bounded prediction-only fallback
smoke_nl,lstm,NoiselessSCMRecourse,do_complexity_mean_all,new_metric,,22,,Stage 2 D4 explicit do-complexity denominators
smoke_nl,lstm,NoiselessSCMRecourse,do_complexity_mean_pearl_scorable,new_metric,,22,,Stage 2 D4 explicit do-complexity denominators
smoke_nl,lstm,NoiselessSCMRecourse,do_complexity_median,changed_value,21,22,1,Stage 1 proximity rescaling and bounded prediction-only fallback
smoke_nl,lstm,NoiselessSCMRecourse,frac_no_do_schedule,new_metric,,0,,Stage 2 D4 explicit do-complexity denominators
smoke_nl,lstm,NoiselessSCMRecourse,frac_vacuous,changed_value,1,0,-1,Stage 1 proximity rescaling and bounded prediction-only fallback
smoke_nl,lstm,NoiselessSCMRecourse,n_do_scorable,new_metric,,20,,Stage 2 D4 explicit do-complexity denominators
smoke_nl,lstm,NoiselessSCMRecourse,ood,changed_value,0.0630333846171,-0.100172959898,-0.163206344516,Stage 1 proximity rescaling and bounded prediction-only fallback
smoke_nl,lstm,NoiselessSCMRecourse,pns_PS_A_model_proposed,new_metric,,1,,Stage 5 complete phase-07 PNS coverage for all smoke configs
smoke_nl,lstm,NoiselessSCMRecourse,pns_PS_B_model_oracle,new_metric,,0.65,,Stage 5 complete phase-07 PNS coverage for all smoke configs
smoke_nl,lstm,NoiselessSCMRecourse,pns_PS_C_world_oracle,new_metric,,0.85,,Stage 5 complete phase-07 PNS coverage for all smoke configs
smoke_nl,lstm,NoiselessSCMRecourse,pns_PS_delta_outcome,new_metric,,-0.2,,Stage 5 complete phase-07 PNS coverage for all smoke configs
smoke_nl,lstm,NoiselessSCMRecourse,pns_PS_delta_total,new_metric,,0.15,,Stage 5 complete phase-07 PNS coverage for all smoke configs
smoke_nl,lstm,NoiselessSCMRecourse,pns_PS_delta_trajectory,new_metric,,0.35,,Stage 5 complete phase-07 PNS coverage for all smoke configs
smoke_nl,lstm,NoiselessSCMRecourse,pns_PS_do_complexity_mean,new_metric,,22,,Stage 5 complete phase-07 PNS coverage for all smoke configs
smoke_nl,lstm,NoiselessSCMRecourse,pns_PS_do_complexity_median,new_metric,,22,,Stage 5 complete phase-07 PNS coverage for all smoke configs
smoke_nl,lstm,NoiselessSCMRecourse,pns_PS_frac_no_intervention,new_metric,,0,,Stage 5 complete phase-07 PNS coverage for all smoke configs
smoke_nl,lstm,NoiselessSCMRecourse,pns_PS_n,new_metric,,20,,Stage 5 complete phase-07 PNS coverage for all smoke configs
smoke_nl,lstm,NoiselessSCMRecourse,pns_PS_n_scorable,new_metric,,20,,Stage 5 complete phase-07 PNS coverage for all smoke configs
smoke_nl,lstm,NoiselessSCMRecourse,proximity_l1,changed_value,13.6610069978,197.260865757,183.599858759,Stage 1 proximity rescaling and bounded prediction-only fallback
smoke_nl,lstm,NoiselessSCMRecourse,proximity_l2,changed_value,1.85846591637,24.7649197134,22.906453797,Stage 1 proximity rescaling and bounded prediction-only fallback
smoke_nl,lstm,NoiselessSCMRecourse,scm_noise_plausibility,changed_value,0.285814759221,0.783115343987,0.497300584766,Stage 1 proximity rescaling and bounded prediction-only fallback
smoke_nl,lstm,NoiselessSCMRecourse,shift_vr,new_metric,,1,,Stage 5 complete phase-03 Shift-VR coverage
smoke_nl,lstm,NoiselessSCMRecourse,sparsity,changed_value,0.304,0.268333333333,-0.0356666666667,Stage 1 proximity rescaling and bounded prediction-only fallback
smoke_nl,lstm,NoiselessSCMRecourse,sparsity_timepoints,changed_value,0.3,0.266666666667,-0.0333333333333,Stage 1 proximity rescaling and bounded prediction-only fallback
smoke_nl,lstm,NoiselessSCMRecourse,trsi,changed_value,1.22669769268,0.457571580696,-0.769126111983,Stage 1 proximity rescaling and bounded prediction-only fallback
smoke_nl,lstm,NoiselessSCMRecourse,validity,changed_value,0,1,1,Stage 1 proximity rescaling and bounded prediction-only fallback
smoke_nl,lstm,NoiselessSCMRecourse,validity_base,changed_value,0,1,1,Stage 1 proximity rescaling and bounded prediction-only fallback
smoke_nl,lstm,NoiselessSCMRecourse,validity_shift,changed_value,0,1,1,Stage 1 proximity rescaling and bounded prediction-only fallback
smoke_nl,lstm,PearlSCMRecourse,cf_faith_pearl_hard,new_metric,,1,,Stage 2 reporting-schema expansion or newly finite emitted metric
smoke_nl,lstm,PearlSCMRecourse,cf_faith_pearl_hard_given_valid,new_metric,,1,,Stage 2 D5 conditional-faithfulness metric
smoke_nl,lstm,PearlSCMRecourse,cf_faith_pearl_hard_valid,changed_value,0,1,1,Stage 1 proximity rescaling and bounded prediction-only fallback
smoke_nl,lstm,PearlSCMRecourse,cf_faith_pearl_soft,new_metric,,0.999999794537,,Stage 2 reporting-schema expansion or newly finite emitted metric
smoke_nl,lstm,PearlSCMRecourse,cf_faith_rollout_hard,new_metric,,0,,Stage 2 reporting-schema expansion or newly finite emitted metric
smoke_nl,lstm,PearlSCMRecourse,cf_faith_rollout_hard_given_valid,new_metric,,0,,Stage 2 D5 conditional-faithfulness metric
smoke_nl,lstm,PearlSCMRecourse,cf_faith_rollout_soft,new_metric,,0.756580667462,,Stage 2 reporting-schema expansion or newly finite emitted metric
smoke_nl,lstm,PearlSCMRecourse,do_complexity_mean,changed_value,0,1,1,Stage 1 proximity rescaling and bounded prediction-only fallback
smoke_nl,lstm,PearlSCMRecourse,do_complexity_mean_all,new_metric,,1,,Stage 2 D4 explicit do-complexity denominators
smoke_nl,lstm,PearlSCMRecourse,do_complexity_mean_pearl_scorable,new_metric,,1,,Stage 2 D4 explicit do-complexity denominators
smoke_nl,lstm,PearlSCMRecourse,do_complexity_median,changed_value,0,1,1,Stage 1 proximity rescaling and bounded prediction-only fallback
smoke_nl,lstm,PearlSCMRecourse,frac_degenerate,changed_value,1,0,-1,Stage 1 proximity rescaling and bounded prediction-only fallback
smoke_nl,lstm,PearlSCMRecourse,frac_no_do_schedule,new_metric,,0,,Stage 2 D4 explicit do-complexity denominators
smoke_nl,lstm,PearlSCMRecourse,frac_vacuous,changed_value,1,0,-1,Stage 1 proximity rescaling and bounded prediction-only fallback
smoke_nl,lstm,PearlSCMRecourse,n_cf_faith_scorable,changed_value,0,20,20,Stage 1 proximity rescaling and bounded prediction-only fallback
smoke_nl,lstm,PearlSCMRecourse,n_do_scorable,new_metric,,20,,Stage 2 D4 explicit do-complexity denominators
smoke_nl,lstm,PearlSCMRecourse,ood,changed_value,0.0165962869413,-0.107009533177,-0.123605820119,Stage 1 proximity rescaling and bounded prediction-only fallback
smoke_nl,lstm,PearlSCMRecourse,pns_PS_A_model_proposed,new_metric,,1,,Stage 5 complete phase-07 PNS coverage for all smoke configs
smoke_nl,lstm,PearlSCMRecourse,pns_PS_B_model_oracle,new_metric,,1,,Stage 5 complete phase-07 PNS coverage for all smoke configs
smoke_nl,lstm,PearlSCMRecourse,pns_PS_C_world_oracle,new_metric,,0.9,,Stage 5 complete phase-07 PNS coverage for all smoke configs
smoke_nl,lstm,PearlSCMRecourse,pns_PS_delta_outcome,new_metric,,0.1,,Stage 5 complete phase-07 PNS coverage for all smoke configs
smoke_nl,lstm,PearlSCMRecourse,pns_PS_delta_total,new_metric,,0.1,,Stage 5 complete phase-07 PNS coverage for all smoke configs
smoke_nl,lstm,PearlSCMRecourse,pns_PS_delta_trajectory,new_metric,,0,,Stage 5 complete phase-07 PNS coverage for all smoke configs
smoke_nl,lstm,PearlSCMRecourse,pns_PS_do_complexity_mean,new_metric,,1,,Stage 5 complete phase-07 PNS coverage for all smoke configs
smoke_nl,lstm,PearlSCMRecourse,pns_PS_do_complexity_median,new_metric,,1,,Stage 5 complete phase-07 PNS coverage for all smoke configs
smoke_nl,lstm,PearlSCMRecourse,pns_PS_frac_no_intervention,new_metric,,0,,Stage 5 complete phase-07 PNS coverage for all smoke configs
smoke_nl,lstm,PearlSCMRecourse,pns_PS_n,new_metric,,20,,Stage 5 complete phase-07 PNS coverage for all smoke configs
smoke_nl,lstm,PearlSCMRecourse,pns_PS_n_scorable,new_metric,,20,,Stage 5 complete phase-07 PNS coverage for all smoke configs
smoke_nl,lstm,PearlSCMRecourse,proximity_l1,changed_value,0.00121414229938,214.753744737,214.752530595,Stage 1 proximity rescaling and bounded prediction-only fallback
smoke_nl,lstm,PearlSCMRecourse,proximity_l2,changed_value,0.000397938144757,27.0522273679,27.0518294297,Stage 1 proximity rescaling and bounded prediction-only fallback
smoke_nl,lstm,PearlSCMRecourse,scm_noise_plausibility,changed_value,0.939252104274,0.659159105319,-0.280092998956,Stage 1 proximity rescaling and bounded prediction-only fallback
smoke_nl,lstm,PearlSCMRecourse,shift_vr,new_metric,,1,,Stage 5 complete phase-03 Shift-VR coverage
smoke_nl,lstm,PearlSCMRecourse,sparsity,changed_value,1,0.377333333333,-0.622666666667,Stage 1 proximity rescaling and bounded prediction-only fallback
smoke_nl,lstm,PearlSCMRecourse,sparsity_channels,changed_value,1,0,-1,Stage 1 proximity rescaling and bounded prediction-only fallback
smoke_nl,lstm,PearlSCMRecourse,sparsity_timepoints,changed_value,1,0.266666666667,-0.733333333333,Stage 1 proximity rescaling and bounded prediction-only fallback
smoke_nl,lstm,PearlSCMRecourse,trsi,changed_value,1.11730227488,0.235917434779,-0.881384840097,Stage 1 proximity rescaling and bounded prediction-only fallback
smoke_nl,lstm,PearlSCMRecourse,validity,changed_value,0,1,1,Stage 1 proximity rescaling and bounded prediction-only fallback
smoke_nl,lstm,PearlSCMRecourse,validity_base,changed_value,0,1,1,Stage 1 proximity rescaling and bounded prediction-only fallback
smoke_nl,lstm,PearlSCMRecourse,validity_shift,changed_value,0,1,1,Stage 1 proximity rescaling and bounded prediction-only fallback
smoke_nl,lstm,TSCausal,cf_faith_pearl_hard_given_valid,new_metric,,0,,Stage 2 D5 conditional-faithfulness metric
smoke_nl,lstm,TSCausal,cf_faith_pearl_soft,changed_value,0.100293582052,0.087937464387,-0.0123561176652,"Fresh local classifier/CF regeneration; diagnostic only, not a fix claim; accuracy matches run 1 but the GH200 checkpoint was not retained for weight-identical replay"
smoke_nl,lstm,TSCausal,cf_faith_rollout_hard_given_valid,new_metric,,0,,Stage 2 D5 conditional-faithfulness metric
smoke_nl,lstm,TSCausal,cf_faith_rollout_soft,changed_value,0.102774181776,0.0887014245605,-0.0140727572154,"Fresh local classifier/CF regeneration; diagnostic only, not a fix claim; accuracy matches run 1 but the GH200 checkpoint was not retained for weight-identical replay"
smoke_nl,lstm,TSCausal,do_complexity_mean_all,new_metric,,30,,Stage 2 D4 explicit do-complexity denominators
smoke_nl,lstm,TSCausal,do_complexity_mean_pearl_scorable,new_metric,,30,,Stage 2 D4 explicit do-complexity denominators
smoke_nl,lstm,TSCausal,frac_no_do_schedule,new_metric,,0,,Stage 2 D4 explicit do-complexity denominators
smoke_nl,lstm,TSCausal,n_do_scorable,new_metric,,20,,Stage 2 D4 explicit do-complexity denominators
smoke_nl,lstm,TSCausal,ood,changed_value,-0.221075245581,-0.214118895334,0.00695635024722,"Fresh local classifier/CF regeneration; diagnostic only, not a fix claim; accuracy matches run 1 but the GH200 checkpoint was not retained for weight-identical replay"
smoke_nl,lstm,TSCausal,pns_PS_A_model_proposed,new_metric,,0.45,,Stage 5 complete phase-07 PNS coverage for all smoke configs
smoke_nl,lstm,TSCausal,pns_PS_B_model_oracle,new_metric,,0.45,,Stage 5 complete phase-07 PNS coverage for all smoke configs
smoke_nl,lstm,TSCausal,pns_PS_C_world_oracle,new_metric,,0.4,,Stage 5 complete phase-07 PNS coverage for all smoke configs
smoke_nl,lstm,TSCausal,pns_PS_delta_outcome,new_metric,,0.05,,Stage 5 complete phase-07 PNS coverage for all smoke configs
smoke_nl,lstm,TSCausal,pns_PS_delta_total,new_metric,,0.05,,Stage 5 complete phase-07 PNS coverage for all smoke configs
smoke_nl,lstm,TSCausal,pns_PS_delta_trajectory,new_metric,,0,,Stage 5 complete phase-07 PNS coverage for all smoke configs
smoke_nl,lstm,TSCausal,pns_PS_do_complexity_mean,new_metric,,30,,Stage 5 complete phase-07 PNS coverage for all smoke configs
smoke_nl,lstm,TSCausal,pns_PS_do_complexity_median,new_metric,,30,,Stage 5 complete phase-07 PNS coverage for all smoke configs
smoke_nl,lstm,TSCausal,pns_PS_frac_no_intervention,new_metric,,0,,Stage 5 complete phase-07 PNS coverage for all smoke configs
smoke_nl,lstm,TSCausal,pns_PS_n,new_metric,,20,,Stage 5 complete phase-07 PNS coverage for all smoke configs
smoke_nl,lstm,TSCausal,pns_PS_n_scorable,new_metric,,20,,Stage 5 complete phase-07 PNS coverage for all smoke configs
smoke_nl,lstm,TSCausal,proximity_l1,changed_value,356.983884898,383.445937501,26.4620526035,"Fresh local classifier/CF regeneration; diagnostic only, not a fix claim; accuracy matches run 1 but the GH200 checkpoint was not retained for weight-identical replay"
smoke_nl,lstm,TSCausal,proximity_l2,changed_value,42.03385952,44.5403255174,2.50646599732,"Fresh local classifier/CF regeneration; diagnostic only, not a fix claim; accuracy matches run 1 but the GH200 checkpoint was not retained for weight-identical replay"
smoke_nl,lstm,TSCausal,scm_noise_plausibility,changed_value,0.0654533348006,0.0618439582437,-0.0036093765569,"Fresh local classifier/CF regeneration; diagnostic only, not a fix claim; accuracy matches run 1 but the GH200 checkpoint was not retained for weight-identical replay"
smoke_nl,lstm,TSCausal,shift_vr,changed_value,0.777777777778,1.22222222222,0.444444444444,"Fresh local classifier/CF regeneration; diagnostic only, not a fix claim; accuracy matches run 1 but the GH200 checkpoint was not retained for weight-identical replay"
smoke_nl,lstm,TSCausal,sparsity,changed_value,0.002,0.00266666666667,0.000666666666667,"Fresh local classifier/CF regeneration; diagnostic only, not a fix claim; accuracy matches run 1 but the GH200 checkpoint was not retained for weight-identical replay"
smoke_nl,lstm,TSCausal,trsi,changed_value,0.958760390954,0.950308589823,-0.00845180113072,"Fresh local classifier/CF regeneration; diagnostic only, not a fix claim; accuracy matches run 1 but the GH200 checkpoint was not retained for weight-identical replay"
smoke_nl,lstm,TSCausal,validity_shift,changed_value,0.35,0.55,0.2,"Fresh local classifier/CF regeneration; diagnostic only, not a fix claim; accuracy matches run 1 but the GH200 checkpoint was not retained for weight-identical replay"
smoke_nl,oracle,OracleCF-Pearl,cf_faith_pearl_hard_given_valid,new_metric,,1,,Stage 2 D5 conditional-faithfulness metric
smoke_nl,oracle,OracleCF-Pearl,cf_faith_pearl_hard_valid,new_metric,,0.6,,Stage 2 D8 expanded oracle coverage
smoke_nl,oracle,OracleCF-Pearl,cf_faith_rollout_hard_given_valid,new_metric,,0,,Stage 2 D5 conditional-faithfulness metric
smoke_nl,oracle,OracleCF-Pearl,cf_faith_rollout_hard_valid,new_metric,,0,,Stage 2 D8 expanded oracle coverage
smoke_nl,oracle,OracleCF-Pearl,do_complexity_mean,new_metric,,1,,Stage 2 D8 expanded oracle coverage
smoke_nl,oracle,OracleCF-Pearl,do_complexity_mean_all,new_metric,,1,,Stage 2 D4 explicit do-complexity denominators
smoke_nl,oracle,OracleCF-Pearl,do_complexity_mean_pearl_scorable,new_metric,,1,,Stage 2 D4 explicit do-complexity denominators
smoke_nl,oracle,OracleCF-Pearl,do_complexity_median,new_metric,,1,,Stage 2 D8 expanded oracle coverage
smoke_nl,oracle,OracleCF-Pearl,do_complexity_stability,new_metric,,1,,Stage 2 D8 expanded oracle coverage
smoke_nl,oracle,OracleCF-Pearl,frac_no_do_schedule,new_metric,,0,,Stage 2 D4 explicit do-complexity denominators
smoke_nl,oracle,OracleCF-Pearl,n_do_scorable,new_metric,,20,,Stage 2 D4 explicit do-complexity denominators
smoke_nl,oracle,OracleCF-Pearl,ood,new_metric,,0.0258356160658,,Stage 2 D8 expanded oracle coverage
smoke_nl,oracle,OracleCF-Pearl,validity,new_metric,,0.6,,Stage 2 D8 expanded oracle coverage
smoke_nl,oracle,OracleCF-Rollout,cf_faith_pearl_hard_given_valid,new_metric,,0,,Stage 2 D5 conditional-faithfulness metric
smoke_nl,oracle,OracleCF-Rollout,cf_faith_pearl_hard_valid,new_metric,,0,,Stage 2 D8 expanded oracle coverage
smoke_nl,oracle,OracleCF-Rollout,cf_faith_rollout_hard_given_valid,new_metric,,1,,Stage 2 D5 conditional-faithfulness metric
smoke_nl,oracle,OracleCF-Rollout,cf_faith_rollout_hard_valid,new_metric,,0.6,,Stage 2 D8 expanded oracle coverage
smoke_nl,oracle,OracleCF-Rollout,do_complexity_mean,new_metric,,15,,Stage 2 D8 expanded oracle coverage
smoke_nl,oracle,OracleCF-Rollout,do_complexity_mean_all,new_metric,,15,,Stage 2 D4 explicit do-complexity denominators
smoke_nl,oracle,OracleCF-Rollout,do_complexity_mean_pearl_scorable,new_metric,,15,,Stage 2 D4 explicit do-complexity denominators
smoke_nl,oracle,OracleCF-Rollout,do_complexity_median,new_metric,,15,,Stage 2 D8 expanded oracle coverage
smoke_nl,oracle,OracleCF-Rollout,do_complexity_stability,new_metric,,1,,Stage 2 D8 expanded oracle coverage
smoke_nl,oracle,OracleCF-Rollout,frac_no_do_schedule,new_metric,,0,,Stage 2 D4 explicit do-complexity denominators
smoke_nl,oracle,OracleCF-Rollout,n_do_scorable,new_metric,,20,,Stage 2 D4 explicit do-complexity denominators
smoke_nl,oracle,OracleCF-Rollout,ood,new_metric,,0.051228865792,,Stage 2 D8 expanded oracle coverage
smoke_nl,oracle,OracleCF-Rollout,validity,new_metric,,0.6,,Stage 2 D8 expanded oracle coverage
smoke_spring,lstm,CftsCOMTE,cf_faith_pearl_hard_given_valid,new_metric,,0,,Stage 2 D5 conditional-faithfulness metric
smoke_spring,lstm,CftsCOMTE,cf_faith_pearl_soft,changed_value,0.0605260613275,0.466014392667,0.40548833134,User-requested CFTS update 2fb4921→f925d1a and adapter migration; local test accuracy changed 0.97→0.98
smoke_spring,lstm,CftsCOMTE,cf_faith_rollout_hard_given_valid,new_metric,,0,,Stage 2 D5 conditional-faithfulness metric
smoke_spring,lstm,CftsCOMTE,cf_faith_rollout_soft,changed_value,0.0576646755305,0.325623035844,0.267958360313,User-requested CFTS update 2fb4921→f925d1a and adapter migration; local test accuracy changed 0.97→0.98
smoke_spring,lstm,CftsCOMTE,do_complexity_mean_all,new_metric,,30,,Stage 2 D4 explicit do-complexity denominators
smoke_spring,lstm,CftsCOMTE,do_complexity_mean_pearl_scorable,new_metric,,30,,Stage 2 D4 explicit do-complexity denominators
smoke_spring,lstm,CftsCOMTE,frac_no_do_schedule,new_metric,,0,,Stage 2 D4 explicit do-complexity denominators
smoke_spring,lstm,CftsCOMTE,n_do_scorable,new_metric,,20,,Stage 2 D4 explicit do-complexity denominators
smoke_spring,lstm,CftsCOMTE,ood,changed_value,-0.00803317624706,0.0889893930184,0.0970225692655,User-requested CFTS update 2fb4921→f925d1a and adapter migration; local test accuracy changed 0.97→0.98
smoke_spring,lstm,CftsCOMTE,pns_PS_A_model_proposed,new_metric,,1,,Stage 5 complete phase-07 PNS coverage for all smoke configs
smoke_spring,lstm,CftsCOMTE,pns_PS_B_model_oracle,new_metric,,0.15,,Stage 5 complete phase-07 PNS coverage for all smoke configs
smoke_spring,lstm,CftsCOMTE,pns_PS_C_world_oracle,new_metric,,0.1,,Stage 5 complete phase-07 PNS coverage for all smoke configs
smoke_spring,lstm,CftsCOMTE,pns_PS_delta_outcome,new_metric,,0.05,,Stage 5 complete phase-07 PNS coverage for all smoke configs
smoke_spring,lstm,CftsCOMTE,pns_PS_delta_total,new_metric,,0.9,,Stage 5 complete phase-07 PNS coverage for all smoke configs
smoke_spring,lstm,CftsCOMTE,pns_PS_delta_trajectory,new_metric,,0.85,,Stage 5 complete phase-07 PNS coverage for all smoke configs
smoke_spring,lstm,CftsCOMTE,pns_PS_do_complexity_mean,new_metric,,30,,Stage 5 complete phase-07 PNS coverage for all smoke configs
smoke_spring,lstm,CftsCOMTE,pns_PS_do_complexity_median,new_metric,,30,,Stage 5 complete phase-07 PNS coverage for all smoke configs
smoke_spring,lstm,CftsCOMTE,pns_PS_frac_no_intervention,new_metric,,0,,Stage 5 complete phase-07 PNS coverage for all smoke configs
smoke_spring,lstm,CftsCOMTE,pns_PS_n,new_metric,,20,,Stage 5 complete phase-07 PNS coverage for all smoke configs
smoke_spring,lstm,CftsCOMTE,pns_PS_n_scorable,new_metric,,20,,Stage 5 complete phase-07 PNS coverage for all smoke configs
smoke_spring,lstm,CftsCOMTE,proximity_l1,changed_value,1352.26077754,559.424747641,-792.836029902,User-requested CFTS update 2fb4921→f925d1a and adapter migration; local test accuracy changed 0.97→0.98
smoke_spring,lstm,CftsCOMTE,proximity_l2,changed_value,88.3252948186,65.7341638563,-22.5911309623,User-requested CFTS update 2fb4921→f925d1a and adapter migration; local test accuracy changed 0.97→0.98
smoke_spring,lstm,CftsCOMTE,scm_noise_plausibility,changed_value,0.230968655655,0.703390591159,0.472421935504,User-requested CFTS update 2fb4921→f925d1a and adapter migration; local test accuracy changed 0.97→0.98
smoke_spring,lstm,CftsCOMTE,sparsity,changed_value,0,0.75,0.75,User-requested CFTS update 2fb4921→f925d1a and adapter migration; local test accuracy changed 0.97→0.98
smoke_spring,lstm,CftsCOMTE,sparsity_channels,changed_value,0,0.75,0.75,User-requested CFTS update 2fb4921→f925d1a and adapter migration; local test accuracy changed 0.97→0.98
